Season,Episode,Character1,Character2,Dialogue
1,10,BURNHAM,TILLY,"Belay that. I'm sorry, but you can't take it, sir. I'm examining the crew manifest of mirror Discovery. You're not its Captain. That er, that's me. That's me."
1,10,TILLY,BURNHAM,"Mechanical issues? Here's my Chief Engineer. I don't know who you are over here just yet, so conceal your voice just in case."
1,10,BURNHAM,TILLY,"I don't know who you are over here just yet, so conceal your voice just in case. Long live the Empire!"
1,10,TILLY,BURNHAM,That's not... that's not possible. It's more than possible. Your nicknames include The Slayer of Sorna Prime.
1,10,TILLY,BURNHAM,"I'd say, er, I'm 60% excited, 40% terrified. Actually, it's 60% terrified, 40% excited. Maybe it's 70% Tilly."
1,10,BURNHAM,TILLY,Tilly. Sorry. Sorry.
1,10,TILLY,BURNHAM,Sorry. Sorry. And stop apologising. Terrans don't apologise.
1,10,BURNHAM,TILLY,"And stop apologising. Terrans don't apologise. Well, my mother would definitely approve. Computer, cancel mirror."
1,10,TILLY,BURNHAM,"Well, my mother would definitely approve. Computer, cancel mirror. You are a captain now."
1,10,BURNHAM,TILLY,"You are a captain now. No, I'm not. She is. I'm nothing like her, Michael. She's terrifying. She's... she's like a twisted version of everything I've ever aspired to be. I'm gonna have nightmares about myself now."
1,10,TILLY,BURNHAM,"No, I'm not. She is. I'm nothing like her, Michael. She's terrifying. She's... she's like a twisted version of everything I've ever aspired to be. I'm gonna have nightmares about myself now. You don't actually have to be her."
1,10,BURNHAM,TILLY,You don't actually have to be her. But how do I project that strength?
1,10,TILLY,BURNHAM,"But how do I project that strength? I've been trying to understand them better. And Terran strength is born out of pure necessity, because they live in constant fear, always looking for the next knife aimed at their back. Their strength is painted rust. It's a facade. But you have the strength of an entire crew that believes in you. Fortify yourself with our faith in you. That's what a real Captain does."
1,10,BURNHAM,TILLY,"I've been trying to understand them better. And Terran strength is born out of pure necessity, because they live in constant fear, always looking for the next knife aimed at their back. Their strength is painted rust. It's a facade. But you have the strength of an entire crew that believes in you. Fortify yourself with our faith in you. That's what a real Captain does. Well, let's not keep these assholes waiting. Too much?"
1,10,BURNHAM,TILLY,"Then bring her to me. Is that how you treat your long-lost Captain? If you greeted me that way, Connor, I'd cut out your tongue and use it to lick my boots."
1,10,TILLY,BURNHAM,"Is that how you treat your long-lost Captain? If you greeted me that way, Connor, I'd cut out your tongue and use it to lick my boots. Be sure that you do."
1,10,BURNHAM,OWOSEKUN,Be sure that you do. Incoming warp signature. ISS Shenzhou approaching.
1,10,OWOSEKUN,BURNHAM,Incoming warp signature. ISS Shenzhou approaching. My God.
1,10,BURNHAM,TILLY,"My God. Open a channel. Inform Shenzhou, three to beam over."
1,10,TILLY,BURNHAM,"I won't let you down, sir. Clear, Captain."
1,10,BURNHAM,DETMER,"Glad to hear it. The chair is yours, Captain."
1,11,HARRINGTON,BURNHAM,Hold on a minute. What is your name?
1,11,BURNHAM,DETMER,"What is your name? You are all guilty of malicious thoughts against your Emperor. By order of the sovereign Terran Empire, I hereby sentence you to death."
1,11,DETMER,BURNHAM,"You are all guilty of malicious thoughts against your Emperor. By order of the sovereign Terran Empire, I hereby sentence you to death. Which is exactly what I feared the most."
1,11,BURNHAM,TILLY,"No, I haven't, Saru. I'm sorry. Culber was her friend and colleague. She deserves to know the truth."
1,11,BURNHAM,DETMER,"Terran General Order Four. Any exotic species deemed a threat to the Imperial Supremacy will be extinguished without prejudice. Tactical, prep photon torpedoes for launch."
1,11,DETMER,BURNHAM,"Tactical, prep photon torpedoes for launch. Do not anticipate me, Number One."
1,11,BURNHAM,DETMER,"Do not anticipate me, Number One. Captain, we have our orders."
1,11,BURNHAM,DETMER,"Have it analysed immediately. It contains the data we need to bring the rebellion to its knees. Tell Tactical now is the time to prep those torpedoes, but I'll give the order to fire weapons at my discretion. My apologies, Captain."
1,11,DETMER,BURNHAM,"My apologies, Captain. I'll be in quarters. Tyler, you're with me."
1,11,TILLY,COMPUTER,"Please, Saru. Order them to stand down. Access granted."
1,11,COMPUTER,BURNHAM,"Access granted. Tell me the truth, right now. What is happening to you?"
1,11,BURNHAM,DETMER,I didn't testify to that. It's you. You were there on that bridge. I remember. Captain.
1,11,DETMER,BURNHAM,Captain. I'm fine.
1,11,DETMER,BURNHAM,"Officer Ash Tyler, you are guilty of the attempted murder of an Imperial Captain. By order of the sovereign Terran Empire, I hereby sentence you to death. Your prisoner, Captain. Do you have anything to say for yourself?"
1,12,BURNHAM,COMPUTER,Haven't you ever been afraid of a ghost? Warp drive disengaged. Imperial Palace secure perimeter detected.
1,12,TILLY,GEORGIOU,"Are you in there, Lieutenant? Are you in there? Captain Burnham. A face I thought I'd never see again in the flesh. Choose one. You should know what you're looking for in a Kelpien."
1,12,GEORGIOU,BURNHAM,Captain Burnham. A face I thought I'd never see again in the flesh. Choose one. You should know what you're looking for in a Kelpien. That one.
1,12,BURNHAM,GEORGIOU,That one. You brought us a gift.
1,12,GEORGIOU,BURNHAM,"You brought us a gift. Captain Gabriel Lorca, delivered to the Emperor's justice. And long overdue."
1,12,BURNHAM,GEORGIOU,"Captain Gabriel Lorca, delivered to the Emperor's justice. And long overdue. Your life will be long, Gabriel, and every single moment of it will be spent in our agonisers. A fair price to pay for your vaulting ambition."
1,12,BURNHAM,GEORGIOU,"The food is delicious, as always. No one prepares Kelpien like the Imperial chef. Here, have my ganglia. You deserve a treat."
1,12,GEORGIOU,BURNHAM,"No one prepares Kelpien like the Imperial chef. Here, have my ganglia. You deserve a treat. You're too generous."
1,12,BURNHAM,GEORGIOU,"You're too generous. Why would you leave me, then? I gave you everything. Best education, riches beyond imagination, even your own ship."
1,12,GEORGIOU,BURNHAM,"Why would you leave me, then? I gave you everything. Best education, riches beyond imagination, even your own ship. I earned my command on the Shenzhou."
1,12,BURNHAM,GEORGIOU,I earned my command on the Shenzhou. You were hesitant to use it back at Harlak. Those rebels could have escaped. I had to dispatch them myself.
1,12,GEORGIOU,BURNHAM,You were hesitant to use it back at Harlak. Those rebels could have escaped. I had to dispatch them myself. I had it under control.
1,12,BURNHAM,GEORGIOU,I had it under control. You've grown soft.
1,12,GEORGIOU,BURNHAM,"You've grown soft. And you've grown cruel. If you miss me, then say it. Otherwise, let me be."
1,12,BURNHAM,GEORGIOU,"And you've grown cruel. If you miss me, then say it. Otherwise, let me be. I thought you were dead."
1,12,GEORGIOU,BURNHAM,"Never could tell when you were lying to me. Fortunately, this time I know. (draws a dagger) You always tried to outsmart me, Michael, even as a child. Why? Was it the loss of your parents? My attention to the Empire? Or were you just built that way? Why were you never satisfied? I knew you had become Lorca's collaborator, and you were conspiring to kill me and take my throne. Why did the two of you come back here? Please, Philippa."
1,12,BURNHAM,GEORGIOU,"Please, Philippa. It's Philippa now? Not so long ago, it was Mother. Guards! Take her to the throne room. Gather my council. She is to be executed by my own hand for treason."
1,12,GEORGIOU,BURNHAM,"Captain Michael Burnham. We have sentenced you to death for crimes committed against the Terran throne. Do you have any last words before we collect our retribution? At least you are showing some steel. I do love you, Michael. I would never grant anyone else in the Empire the mercy of a quick death. You don't love me. You don't love me because you don't know me. Before today, you and I have never met. I am Michael Burnham, but I am not your Michael Burnham. I'm from another universe. I have proof. It's in my pocket."
1,12,BURNHAM,GEORGIOU,"You don't love me. You don't love me because you don't know me. Before today, you and I have never met. I am Michael Burnham, but I am not your Michael Burnham. I'm from another universe. I have proof. It's in my pocket. Lord Eling, retrieve this proof."
1,12,GEORGIOU,BURNHAM,"Lord Eling, retrieve this proof. That piece of metal contains the quantum variance from my world. It's subtle, but it's there. There's absolutely no way to fake it. It belonged to my Captain. It belonged to you. Our bond, it seems, is strong enough to cross universes."
1,12,BURNHAM,GEORGIOU,"That piece of metal contains the quantum variance from my world. It's subtle, but it's there. There's absolutely no way to fake it. It belonged to my Captain. It belonged to you. Our bond, it seems, is strong enough to cross universes. What a quaint concept. Parallel universes."
1,12,GEORGIOU,L'RELL,"This is from the United Federation of Planets, and apparently, so are you. You must want something."
1,12,BURNHAM,GEORGIOU,"Emperor, my ship and crew are here by accident. All we want is to return to our universe, but we need your help to do that. You're interlopers from an alien army. What reason from any universe would I have to help you?"
1,12,GEORGIOU,BURNHAM,"You're interlopers from an alien army. What reason from any universe would I have to help you? Because you care for Burnham. Despite her betrayal, you said you loved her."
1,12,BURNHAM,GEORGIOU,"Because you care for Burnham. Despite her betrayal, you said you loved her. Your people are dangerous. The Federation. I know it well from the Defiant's files. There is a reason why they're classified. Equality. Freedom. Cooperation."
1,12,GEORGIOU,BURNHAM,Your people are dangerous. The Federation. I know it well from the Defiant's files. There is a reason why they're classified. Equality. Freedom. Cooperation. Cornerstones for successful cultures.
1,12,BURNHAM,GEORGIOU,"Cornerstones for successful cultures. Delusions that Terrans shed millennia ago. Destructive ideals that fuel rebellions, and I will not let you infect us again."
1,12,GEORGIOU,BURNHAM,"Delusions that Terrans shed millennia ago. Destructive ideals that fuel rebellions, and I will not let you infect us again. We just need access to the redacted information about the Defiant. We believe that it'll help us get back. Share it, and you have my word you'll never hear from us again."
1,12,BURNHAM,GEORGIOU,"We just need access to the redacted information about the Defiant. We believe that it'll help us get back. Share it, and you have my word you'll never hear from us again. Those documents will not help you. The Defiant crossed here through interphasic space, which not only resulted in a temporal anomaly, but also had devastating cognitive effects on every crew member. They went insane. They tore each other apart. I'm surprised the same thing didn't happen to your crew."
1,12,GEORGIOU,BURNHAM,"Those documents will not help you. The Defiant crossed here through interphasic space, which not only resulted in a temporal anomaly, but also had devastating cognitive effects on every crew member. They went insane. They tore each other apart. I'm surprised the same thing didn't happen to your crew. We arrived here a different way."
1,12,BURNHAM,GEORGIOU,We arrived here a different way. How?
1,12,GEORGIOU,BURNHAM,How? An engine malfunction.
1,12,BURNHAM,GEORGIOU,An engine malfunction. Warp engines do not breach the barriers between universes. Tell me what powers your ship.
1,12,GEORGIOU,BURNHAM,Warp engines do not breach the barriers between universes. Tell me what powers your ship. Our ship jumped here with its displacement-activated spore hub drive.
1,12,BURNHAM,GEORGIOU,Our ship jumped here with its displacement-activated spore hub drive. I would like to see this technology. Let's make an exchange. Your engine schematics for your freedom.
1,12,GEORGIOU,BURNHAM,"I would like to see this technology. Let's make an exchange. Your engine schematics for your freedom. If I agree, how do I know you'll let us go?"
1,12,BURNHAM,GEORGIOU,"If I agree, how do I know you'll let us go? Was your Georgiou a woman of honour?"
1,12,GEORGIOU,BURNHAM,Was your Georgiou a woman of honour? Entirely.
1,12,BURNHAM,GEORGIOU,Entirely. Then you have no reason to believe I am not as well.
1,12,GEORGIOU,L'RELL,Then you have no reason to believe I am not as well. No.
1,12,BURNHAM,GEORGIOU,"I'm sending you the coordinates to the Emperor's ship now. We'll see you soon. The Federation, through and through. They would never abandon you and your Captain. Rules to live by. Rules to die by."
1,12,BURNHAM,GEORGIOU,"I don't understand. When I adopted you, you gained a mother. But despite my constant guidance and affection, something was still missing. In Lorca, you saw a father, until you grew up and it became more."
1,12,GEORGIOU,BURNHAM,"When I adopted you, you gained a mother. But despite my constant guidance and affection, something was still missing. In Lorca, you saw a father, until you grew up and it became more. You're saying Lorca and I...?"
1,12,BURNHAM,GEORGIOU,You're sensitive to light. Only compared to a human from your universe. It's the singular biological difference between our two races.
1,13,TILLY,AIRIAM,"Without a fresh supply of spores, it'll only get worse. As they did on Harlak."
1,13,GEORGIOU,BURNHAM,"Emergency transport! Burnham to Discovery. Do you copy? Come in, Discovery. Burnham to Discovery. Do you copy? Come in. Discovery, do you copy? Come in. Please come in."
1,13,TILLY,BURNHAM,How? Lorca's staging a coup against the Emperor. You have to abort coming to the palace ship. Get as far away as you can.
1,13,BURNHAM,TILLY,How do we stop it? We're running simulations to account for energy dispersal.
1,13,TILLY,BURNHAM,We're running simulations to account for energy dispersal. But?
1,13,BURNHAM,TILLY,But? There's a containment field protecting the orb. Our weapons can't penetrate it.
1,13,TILLY,BURNHAM,"There's a containment field protecting the orb. Our weapons can't penetrate it. Leave the containment field to me. Stay at warp, so you can't be boarded, and I'll find a way to signal you when I'm in place. Be ready to blow up the reactor when I do. Burnham out."
1,13,BURNHAM,GEORGIOU,The only thing I was blinded by was you. How did you find me? My bracelet makes my life signs undetectable.
1,13,GEORGIOU,BURNHAM,"How did you find me? My bracelet makes my life signs undetectable. This is your sanctuary. Considering the situation, it made sense you'd come here."
1,13,BURNHAM,GEORGIOU,"This is your sanctuary. Considering the situation, it made sense you'd come here. I should have known. Lorca seduced you, too."
1,13,GEORGIOU,BURNHAM,"I should have known. Lorca seduced you, too. Why would you say that?"
1,13,GEORGIOU,BURNHAM,"This belonged to my Michael. Now Lorca has taken everything from me. You lost a daughter, an empire. I lost a Captain, and a life. Both versions of me betrayed both versions of you. I won't let that happen again. And I won't let you die again."
1,13,BURNHAM,GEORGIOU,"You lost a daughter, an empire. I lost a Captain, and a life. Both versions of me betrayed both versions of you. I won't let that happen again. And I won't let you die again. So that's what happened to me on your side."
1,13,GEORGIOU,BURNHAM,So that's what happened to me on your side. I'm gonna stop Lorca.
1,13,GEORGIOU,BURNHAM,What is your plan? I have to disable the orb's containment field.
1,13,BURNHAM,GEORGIOU,I have to disable the orb's containment field. Those controls are in the throne room. How will you get to them?
1,13,TILLY,AIRIAM,Even a blast from our photon torpedoes won't be enough to free it. What do we have that harnesses that kind of power?
1,13,AIRIAM,OWOSEKUN,What do we have that harnesses that kind of power? And how much of our spore supply would we need to use?
1,13,OWOSEKUN,DETMER,And how much of our spore supply would we need to use? I don't think we could outmanouvre a blast like that if we're that close.
1,13,DETMER,TILLY,"I don't think we could outmanouvre a blast like that if we're that close. Er, I just ran the simulations. Discovery's shields aren't strong enough to protect us from the energy wave that will be released when the network is freed. The shock wave will incinerate us. I don't think we can make it out alive."
1,13,TILLY,BURNHAM,"Er, I just ran the simulations. Discovery's shields aren't strong enough to protect us from the energy wave that will be released when the network is freed. The shock wave will incinerate us. I don't think we can make it out alive. I won't let another crew die on my watch, Gabriel. I've been here long enough to know that if you want your claim to the throne to be legitimate, you have to execute the Emperor."
1,13,BURNHAM,GEORGIOU,"I think you know. In exchange for my crew, I offer you me. Let them leave safely and I'm yours. Like you said, my future is here. But know this. I'm offering you my mind, nothing more. No. I'm destined to kill you."
1,13,GEORGIOU,TILLY,No. I'm destined to kill you. The Captain was right.
1,13,TILLY,DETMER,"There will be infinite pathways opening up in front of you. That... that's gonna be really Yes, Captain."
1,13,DETMER,OWOSEKUN,"Yes, Captain. Aye, Captain."
1,13,OWOSEKUN,DETMER,"Aye, Captain. Yes, sir."
1,13,DETMER,BURNHAM,"Yes, sir. You won't."
1,13,BURNHAM,GEORGIOU,We would've helped you get home if you had asked. That's who Starfleet is. That's who I am. That's why I won't kill you now. But I will!
1,13,GEORGIOU,OWOSEKUN,It was a good plan. Burnham did it. The containment field is down.
1,13,OWOSEKUN,GEORGIOU,"I can't get a lock, Captain. I'm working on it. You fought well. For a moment I thought I had her back with me."
1,13,GEORGIOU,BURNHAM,"Lorca's troops. I will buy you some time. I am a defeated Emperor. They've seen my neck. I have no future now. But I will die on my feet as fitting my station. Go, Michael Burnham. Find a way home. Live. Burnham to Discovery."
1,13,BURNHAM,OWOSEKUN,Burnham to Discovery. I've got her.
1,13,OWOSEKUN,AIRIAM,"She's on board. Aye, Captain."
1,13,AIRIAM,COMPUTER,"Aye, Captain. Black alert. Black alert."
1,13,COMPUTER,OWOSEKUN,"Black alert. Black alert. The Terran ship is targeting us, sir."
1,13,OWOSEKUN,DETMER,"The Terran ship is targeting us, sir. Aye, Captain."
1,13,DETMER,TILLY,"Yes, sir. Ambient mycelial energy is interacting with the drive."
1,13,TILLY,AIRIAM,"Levels look good. Aye, Captain."
1,13,AIRIAM,OWOSEKUN,"Aye, Captain. Heat shields at maximum."
1,13,OWOSEKUN,GEORGIOU,Heat shields at maximum. What have you done to me?
1,14,GEORGIOU,BURNHAM,"Emperor. On your knees, slave. This Kelpien is my captain. Sir, I can explain."
1,14,BURNHAM,POLLARD,"I'm sorry. I can't. By all assessments, the patient now presents as Ash Tyler. Adrenocorticotropic hormonal levels are normal. Cellular mitochondria counts are back within human range. I find no remaining evidence of Klingon aggression or muscular stamina."
1,14,OWOSEKUN,CORNWELL,"Captain, its shields are up. It... Its phasers are charged and targeting. Where's Captain Lorca?"
1,14,CORNWELL,BURNHAM,"Where's Captain Lorca? Sarek, please."
1,14,BURNHAM,CORNWELL,"Sarek, please. Stand down, Specialist. Now. Computer, initiate command-level override. Authorisation Admiral Katrina Cornwell, pi beta six."
1,14,CORNWELL,COMPUTER,"Stand down, Specialist. Now. Computer, initiate command-level override. Authorisation Admiral Katrina Cornwell, pi beta six. Override confirmed."
1,14,CORNWELL,BURNHAM,"From what you've told us about the Terran Empire, no Starfleet officer could survive that universe alone, so my Gabriel is dead. Lorca sidelined the most vital asset in our fleet. Now, with your return, we have disseminated your hard-earned, cloak-breaking algorithm to the front lines, which will neutralise the Klingons' ability to render their ships invisible. But our fear is it's too late. The war here has waged on for nine brutal months without it. Stardate 4789.6. Klingon vessels launch hypothermic charges at Kelfour VI, burning off their atmosphere and killing 11,000 civilians instantly. Stardate 4851.5. A cloaked raider tails the USS Saratoga into spacedock at Starbase 22, then ignites its antimatter supply in a suicide mission. Days later, similar assaults are carried out on bases 19 and 12, resulting in the loss of one-third of our fleet. Research outposts at the border colonies of Nivalla, Septra and Iridin have also been destroyed. The only children spared are now orphans. There's no pattern to these attacks. There's no logical progression to their targets. There's not even consistency of method."
1,14,BURNHAM,CORNWELL,There's no pattern to these attacks. There's no logical progression to their targets. There's not even consistency of method. Nearly 20% of former Federation space has been occupied. Discovery will jump to Starbase One immediately. All evidence of your recent journey will be classified and destroyed. We cannot risk the knowledge of this alternate universe leaving the confines of Discovery.
1,14,CORNWELL,BURNHAM,Nearly 20% of former Federation space has been occupied. Discovery will jump to Starbase One immediately. All evidence of your recent journey will be classified and destroyed. We cannot risk the knowledge of this alternate universe leaving the confines of Discovery. I don't understand.
1,14,BURNHAM,CORNWELL,I don't understand. Starbase One is our only remaining sanctuary. Can you jump us there?
1,14,CORNWELL,BURNHAM,"I'm afraid we have no choice. Saru, take the ship to warp as soon as possible. Admiral There's one more thing you need to know."
1,14,BURNHAM,GEORGIOU,"Emperor, the Federation has questions. I need you to answer them. What kind of guest would I be if I refused such a simple request?"
1,14,GEORGIOU,CORNWELL,"What kind of guest would I be if I refused such a simple request? I'm told that, in your universe, your word is law. Here, we do things differently."
1,14,CORNWELL,GEORGIOU,"I'm told that, in your universe, your word is law. Here, we do things differently. I can see that."
1,14,GEORGIOU,CORNWELL,"I know that she is dead and I am not. But I will leave you to determine which of us has proved stronger. Specialist Burnham has assured us that your arrival in this universe is without motive, but your presence here remains complicated."
1,14,CORNWELL,GEORGIOU,"Specialist Burnham has assured us that your arrival in this universe is without motive, but your presence here remains complicated. The solution, however, is not. Send me home."
1,14,GEORGIOU,BURNHAM,"The solution, however, is not. Send me home. The Emperor narrowly escaped a violent revolution. She deserves political asylum."
1,14,BURNHAM,GEORGIOU,The Emperor narrowly escaped a violent revolution. She deserves political asylum. I don't need your protection.
1,14,GEORGIOU,CORNWELL,"I don't need your protection. We have charted a course for Starbase One. You will be held there, humanely, until Command can determine a proper course of action."
1,14,CORNWELL,GEORGIOU,"We have charted a course for Starbase One. You will be held there, humanely, until Command can determine a proper course of action. So I am your prisoner."
1,14,GEORGIOU,CORNWELL,"So I am your prisoner. Look, Your Highness, or whatever you're called, I'll tell it to you straight. I'm not even sure we know how to send you home, and even if we did, we have a war to fight. I'm sorry. Like I said, you're our guest. Make yourself at home. (to Sarek) The resemblance is remarkable."
1,14,CORNWELL,TILLY,"Look, Your Highness, or whatever you're called, I'll tell it to you straight. I'm not even sure we know how to send you home, and even if we did, we have a war to fight. I'm sorry. Like I said, you're our guest. Make yourself at home. (to Sarek) The resemblance is remarkable. How could that possibly be true? Just eat. And talk, if you want to. I'm here."
1,14,TILLY,DETMER,"How could that possibly be true? Just eat. And talk, if you want to. I'm here. Welcome back."
1,14,DETMER,CORNWELL,"Welcome back. Well done, all."
1,14,CORNWELL,DETMER,"Detmer, drop us out of warp. Aye, Admiral."
1,14,DETMER,CORNWELL,"Aye, Admiral. Bring Starbase One on screen."
1,14,CORNWELL,OWOSEKUN,"Bring Starbase One on screen. Aye, Admiral."
1,14,OWOSEKUN,CORNWELL,"Aye, Admiral. No."
1,14,CORNWELL,OWOSEKUN,No. Enhancing image.
1,14,OWOSEKUN,BURNHAM,Enhancing image. That's a Klingon crest. House D'Ghor.
1,14,BURNHAM,CORNWELL,That's a Klingon crest. House D'Ghor. Scan for life signs. Now!
1,14,CORNWELL,OWOSEKUN,Scan for life signs. Now! - Complying. Sensing 274 Klingon life signs aboard.
1,14,OWOSEKUN,CORNWELL,- Complying. Sensing 274 Klingon life signs aboard. Federation life.
1,14,CORNWELL,OWOSEKUN,"Federation life. Er, negative, Admiral. There's nothing."
1,14,OWOSEKUN,CORNWELL,"Er, negative, Admiral. There's nothing. There were 80,000 souls on that base. A large contingent of our leadership and at least three starships. The Klingons are practically in Earth's backyard."
1,14,CORNWELL,OWOSEKUN,"There were 80,000 souls on that base. A large contingent of our leadership and at least three starships. The Klingons are practically in Earth's backyard. Captain, we're being scanned."
1,14,OWOSEKUN,DETMER,"Captain, we're being scanned. Yes, sir."
1,14,DETMER,CORNWELL,"Yes, sir. Maintain current course and speed. We will make contact with Command. What's left of them."
1,14,CORNWELL,L'RELL,Maintain current course and speed. We will make contact with Command. What's left of them. You live.
1,14,L'RELL,CORNWELL,"You live. And you've finally made it aboard the USS Discovery, though I suspect you've found the accommodations lacking."
1,14,CORNWELL,L'RELL,"And you've finally made it aboard the USS Discovery, though I suspect you've found the accommodations lacking. Even from a cage, Kahless hears my call."
1,14,L'RELL,CORNWELL,"Even from a cage, Kahless hears my call. I do not subscribe to your ideals. And yet, I feel as though you and I understand each other."
1,14,CORNWELL,L'RELL,"Your Great Houses are carving up Federation assets among their factions. A captured starbase bears the insignia of House D'Ghor, not of the Klingon Empire. Is that the kind of unity your messiah proclaimed? They think nothing of the collateral damage caused by their brutal attacks. They target civilians, hospitals, food convoys. They slaughter innocents and inspire terror across the quadrant. This is war, not a child's game with rules. We fight to preserve Klingon identity."
1,14,L'RELL,CORNWELL,"This is war, not a child's game with rules. We fight to preserve Klingon identity. No one is looking to destroy your culture. Our laws are founded in equality, freedom."
1,14,CORNWELL,L'RELL,"No one is looking to destroy your culture. Our laws are founded in equality, freedom. T'Kuvma taught us that the Federation cannot help itself. It seeks universal homogenisation and assimilation."
1,14,L'RELL,CORNWELL,"T'Kuvma taught us that the Federation cannot help itself. It seeks universal homogenisation and assimilation. T'Kuvma was an ignorant fool, and your people are moving closer and closer to my home planet. What are you looking for? More territory? Conditional surrender? I mean, your people won't even make demands. Why? How does this war end?"
1,14,CORNWELL,L'RELL,"T'Kuvma was an ignorant fool, and your people are moving closer and closer to my home planet. What are you looking for? More territory? Conditional surrender? I mean, your people won't even make demands. Why? How does this war end? It doesn't. Klingons have tasted your blood. Conquer us or we will never relent."
1,14,L'RELL,CORNWELL,It doesn't. Klingons have tasted your blood. Conquer us or we will never relent. Thank you.
1,14,CORNWELL,BURNHAM,Thank you. There's been a change of plans. Another Klingon attack. You'll have to stay on board Discovery a little while longer.
1,14,BURNHAM,GEORGIOU,There's been a change of plans. Another Klingon attack. You'll have to stay on board Discovery a little while longer. It makes no difference. One cell in this universe is as good as another. You heard your Admiral.
1,14,GEORGIOU,BURNHAM,It makes no difference. One cell in this universe is as good as another. You heard your Admiral. We mean you no harm. The Admiral was just
1,14,BURNHAM,GEORGIOU,We mean you no harm. The Admiral was just Tell me about the Vulcan. There is a connection between the two of you.
1,14,GEORGIOU,BURNHAM,Tell me about the Vulcan. There is a connection between the two of you. Why would you say that?
1,14,GEORGIOU,BURNHAM,"So you were orphaned here as well. Another echo of fate between our worlds. Your rule extends through every system in your galaxy. You've conquered places Starfleet hasn't even dared to explore. I see now that the time for peace has passed. I need you to tell me, how did you defeat the Klingon Empire? I started this war, and I need to finish it."
1,14,BURNHAM,GEORGIOU,"Another echo of fate between our worlds. Your rule extends through every system in your galaxy. You've conquered places Starfleet hasn't even dared to explore. I see now that the time for peace has passed. I need you to tell me, how did you defeat the Klingon Empire? I started this war, and I need to finish it. Why did you bring me here? Truly."
1,14,GEORGIOU,BURNHAM,"Why did you bring me here? Truly. I wanted to show you a place of morality, of hope."
1,14,BURNHAM,GEORGIOU,"I wanted to show you a place of morality, of hope. Let me tell you, daughter who is not my daughter. In truth, you wished to save me because you couldn't save her. This regret that you have for what you did, it weakens you."
1,14,GEORGIOU,BURNHAM,"Let me tell you, daughter who is not my daughter. In truth, you wished to save me because you couldn't save her. This regret that you have for what you did, it weakens you. I feel it every day of my life."
1,14,BURNHAM,GEORGIOU,"I feel it every day of my life. The Klingons are like cancer cells, constantly dividing. To root them out, you must destroy the tumour at its source. How much do you know about Qo'noS?"
1,14,GEORGIOU,CORNWELL,"The Klingons are like cancer cells, constantly dividing. To root them out, you must destroy the tumour at its source. How much do you know about Qo'noS? I suppose I don't have to tell you it's the middle of the night."
1,14,CORNWELL,BURNHAM,I suppose I don't have to tell you it's the middle of the night. I have a proposal.
1,14,BURNHAM,CORNWELL,"I have a proposal. The Klingons are taking the fight to us. We need to take it to them, to Qo'noS."
1,14,CORNWELL,BURNHAM,Let's go over it again. Qo'noS is composed of a subterranean series of now dormant volcanoes. It is a planet of caves.
1,14,BURNHAM,CORNWELL,"And once we're in position within the cave system, we'll release our surveillance drone to collect the necessary tactical information. Good. Because I've assured Starfleet we can do this. And by we, I mean you. It's a good plan, Specialist. Well done."
1,14,CORNWELL,BURNHAM,"Good. Because I've assured Starfleet we can do this. And by we, I mean you. It's a good plan, Specialist. Well done. Thank you, Admiral."
1,14,BURNHAM,TILLY,"Thank you, Admiral. You're gonna terraform a moon? Your own research on the success of an organic mycelial harvest was indeterminable. I've studied your data myself"
1,14,TILLY,GEORGIOU,You're gonna terraform a moon? Your own research on the success of an organic mycelial harvest was indeterminable. I've studied your data myself Your child is lost.
1,14,GEORGIOU,BURNHAM,Freedom. What evolving details?
1,14,BURNHAM,TILLY,Admiral Cornwell requested a status report. This is the last of the mycelial transport vessels. We will be able to launch by the time we reach Veda.
1,14,TILLY,BURNHAM,"This is the last of the mycelial transport vessels. We will be able to launch by the time we reach Veda. I just said goodbye to my father, and it felt different. Final. It won't be, right?"
1,14,BURNHAM,TILLY,"I just said goodbye to my father, and it felt different. Final. It won't be, right? Did you ever think when you signed up for Starfleet, that you'd be forced to see war and death?"
1,14,TILLY,BURNHAM,"Did you ever think when you signed up for Starfleet, that you'd be forced to see war and death? Death found me when I was a child. So, yeah, I knew what I was getting into."
1,14,BURNHAM,TILLY,"Death found me when I was a child. So, yeah, I knew what I was getting into. I don't think I did. Not really. Does that make me naive?"
1,14,TILLY,BURNHAM,I don't think I did. Not really. Does that make me naive? It makes you optimistic.
1,14,BURNHAM,TILLY,"It makes you optimistic. When we were in the Terran universe, I was reminded how much a person is shaped by their environment. And I think the only way that we can stop ourselves from becoming them is to understand the darkness within us, and fight it. Tyler needs you."
1,14,CORNWELL,DETMER,"Detmer, put her into geostationary orbit. Locking in approximately 800 kilometers above the moon's surface."
1,14,DETMER,CORNWELL,"Locking in approximately 800 kilometers above the moon's surface. Status, Lieutenant Stamets."
1,14,CORNWELL,COMPUTER,Fire. Spore generation at four percent. Eight percent. Twelve percent. Fifteen percent. Nineteen percent. Twenty two percent. Twenty seven percent.
1,14,COMPUTER,CORNWELL,"Spore generation at four percent. Eight percent. Twelve percent. Fifteen percent. Nineteen percent. Twenty two percent. Twenty seven percent. I would congratulate you, Lieutenant, but I'm afraid the work has just begun."
